ID,Warehouse_vintage,Datayear,QCStatus,QCDate,Projname,Watershed,SARIS_PALIS_CAMIS,Waterbody,UNIQUE_ID,STAID_YR,DESCRIPTOR,MLTYP_NAME,MILEPT,nMILEPT,Latitude,Longitude,FSLOG,SURV_TYPE,OWMID,DATE,dDATE,TIME,dTIME,FLOWSTAT,DEPTH,nDEPTH,DEPTHSS,TEMP,nTEMP,TEMPSS,PH,nPH,PHSS,SPCOND,nSPCOND,SPCONDSS,TDS,nTDS,TDSSS,DO,nDO,DOSS,DOSAT,nDOSAT,DOSATSS,ResComm,datetime,year,month,day,day_of_year,season,is_summer,DO_critical,stress_combo,flow_flag,risk_score,TEMP_plus2,DO_plus2
127712,Extracted from WPP_WQData_2005-2020.mdb on 6/30/2022 3:25:38 PM,2016,QC4,2019-10-25 15:25:52,RSN (2016),Nashua,8145350,Trout Brook,W2226,TR01,"[approximately 140 feet upstream of Manning Street, Holden]",River/Stream,,,42.38381603,-71.83775116,16-D500-07,Probe,15-1299,7/20/2016,2016-07-20,4:01:32 PM,16:01:32,Flowing,0.0,0.0,i,19.2,19.2,,6.6,6.6,u,122.0,122.0,,78.0,78.0,,8.1,8.1,,89,89.0,,,2016-07-20,2016.0,7.0,20.0,202.0,Summer,1,0,0,1,2,21.2,7.6
127714,Extracted from WPP_WQData_2005-2020.mdb on 6/30/2022 3:25:38 PM,2016,QC4,2019-10-25 15:25:52,RSN (2016),Buzzards Bay,9560150,Bread And Cheese Brook,W0344,BCB01,"[approximately 980 feet downstream of Route 177, Westport]",River/Stream,0.321,0.321,41.63266048,-71.06038287,16-D501-02,Probe,15-1301,7/27/2016,2016-07-27,9:47:52 AM,09:47:52,Flowing,0.2,0.2,,22.0,22.0,,6.6,6.6,,336.0,336.0,,215.0,215.0,,7.5,7.5,,88,88.0,,,2016-07-27,2016.0,7.0,27.0,209.0,Summer,1,0,0,1,2,24.0,7.0
127715,Extracted from WPP_WQData_2005-2020.mdb on 6/30/2022 3:25:38 PM,2016,QC4,2019-10-25 15:25:52,RSN (2016),Taunton,6235125,Rattlesnake Brook,W2466,RA00,"[approximately 1300 feet upstream/east from Route 24/79 (Amvets Memorial Highway), Freetown]",River/Stream,,,41.77254787,-71.08494839,16-D501-03,Probe,15-1302,7/27/2016,2016-07-27,10:48:02 AM,10:48:02,**,0.1,0.1,,21.4,21.4,,5.4,5.4,,37.0,37.0,,24.0,24.0,,8.2,8.2,,95,95.0,,,2016-07-27,2016.0,7.0,27.0,209.0,Summer,1,0,0,0,1,23.4,7.699999999999999
127716,Extracted from WPP_WQData_2005-2020.mdb on 6/30/2022 3:25:38 PM,2016,QC4,2019-10-25 15:25:52,RSN (2016),Blackstone,5131700,Emerson Brook,W2284,EB01,"[approximately 200 feet upstream of the Route 146 southbound off-ramp to Chocolog Road, Uxbridge]",River/Stream,,,42.04638466,-71.6301536,16-D501-04,Probe,15-1303,7/27/2016,2016-07-27,12:30:03 PM,12:30:03,Flowing,0.1,0.1,,25.0,25.0,,6.8,6.8,,140.0,140.0,,90.0,90.0,,7.8,7.8,,96,96.0,,,2016-07-27,2016.0,7.0,27.0,209.0,Summer,1,0,0,1,2,27.0,7.3
127717,Extracted from WPP_WQData_2005-2020.mdb on 6/30/2022 3:25:38 PM,2016,QC4,2019-10-25 15:25:52,RSN (2016),Blackstone,5131475,Round Top Brook,W2413,RTB01,"[approximately 1400 feet downstream/south from the confluence of Tinkerville Brook, Burrillville, Rhode Island (approximately 1600 feet from MA/RI border)]",River/Stream,,,42.00792,-71.70506,16-D501-05,Probe,15-1304,7/27/2016,2016-07-27,1:12:42 PM,13:12:42,Flowing,0.2,0.2,,23.5,23.5,,6.7,6.7,,184.0,184.0,,118.0,118.0,,7.2,7.2,,87,87.0,,,2016-07-27,2016.0,7.0,27.0,209.0,Summer,1,0,0,1,2,25.5,6.7
127718,Extracted from WPP_WQData_2005-2020.mdb on 6/30/2022 3:25:38 PM,2016,QC4,2019-10-25 15:25:52,RSN (2016),Chicopee,3625600,Kings Brook,W1864,KING01,"[Route 67 crossing, Palmer]",River/Stream,,,42.16171173,-72.26845965,16-D501-06,Probe,15-1305,7/27/2016,2016-07-27,2:42:01 PM,14:42:01,Flowing,0.1,0.1,,21.3,21.3,,7.3,7.3,,297.0,297.0,,190.0,190.0,,8.7,8.7,,100,100.0,,,2016-07-27,2016.0,7.0,27.0,209.0,Summer,1,0,0,1,2,23.3,8.2
127719,Extracted from WPP_WQData_2005-2020.mdb on 6/30/2022 3:25:38 PM,2016,QC4,2019-10-25 15:25:52,RSN (2016),Nashua,8144200,Pearl Hill Brook,W2410,PHB01,"[approximately 2775 feet downstream/north from Vinton Pond Road, Townsend]",River/Stream,,,42.664623,-71.753811,16-D500-01,Probe,15-1306,8/24/2016,2016-08-24,8:50:04 AM,08:50:04,Flowing,0.5,0.5,,17.1,17.1,,6.3,6.3,,86.0,86.0,,55.0,55.0,,8.2,8.2,,85,85.0,,,2016-08-24,2016.0,8.0,24.0,237.0,Summer,1,0,0,1,2,19.1,7.699999999999999
127720,Extracted from WPP_WQData_2005-2020.mdb on 6/30/2022 3:25:38 PM,2016,QC4,2019-10-25 15:25:52,RSN (2016),Merrimack,8451675,Salmon Brook,W2540,SAL01,"[approximately 325 feet upstream/south of the Massachusetts/New Hampshire border, west of High Street, Dunstable]",River/Stream,,,42.700651,-71.487647,16-D500-02,Probe,15-1307,8/24/2016,2016-08-24,10:10:35 AM,10:10:35,Flowing,0.6,0.6,,19.2,19.2,,6.6,6.6,,330.0,330.0,,211.0,211.0,,4.6,4.6,,50,50.0,,,2016-08-24,2016.0,8.0,24.0,237.0,Summer,1,1,0,1,3,21.2,4.1
127721,Extracted from WPP_WQData_2005-2020.mdb on 6/30/2022 3:25:38 PM,2016,QC4,2019-10-25 15:25:52,RSN (2016),Parker,9153200,Mill River,W2543,MIL01,"[approximately 4300 feet upstream/south of Glen Street, Rowley]",River/Stream,,,42.733424,-70.904624,16-D500-03,Probe,15-1308,8/24/2016,2016-08-24,12:12:03 PM,12:12:03,Flowing,0.5,0.5,,21.1,21.1,,7.1,7.1,,376.0,376.0,,241.0,241.0,,2.8,2.8,,32,32.0,,,2016-08-24,2016.0,8.0,24.0,237.0,Summer,1,1,0,1,3,23.1,2.3
127722,Extracted from WPP_WQData_2005-2020.mdb on 6/30/2022 3:25:38 PM,2016,QC4,2019-10-25 15:25:52,RSN (2016),Ipswich,9253925,Boston Brook,W2542,BOS01,"[approximately 900 feet upstream/west of Liberty Street, Middleton]",River/Stream,,,42.618394,-71.021129,16-D500-04,Probe,15-1309,8/24/2016,2016-08-24,1:10:00 PM,13:10:00,Stagnant,0.2,0.2,,19.2,19.2,"r, u",6.8,6.8,r,412.0,412.0,r,264.0,264.0,r,1.7,1.7,r,19,19.0,r,,2016-08-24,2016.0,8.0,24.0,237.0,Summer,1,1,0,1,3,21.2,1.2
127723,Extracted from WPP_WQData_2005-2020.mdb on 6/30/2022 3:25:38 PM,2016,QC4,2019-10-25 15:25:52,RSN (2016),Concord (SuAsCo),8247175,Great Brook,W2541,LIZ01,"[north of Route 117, Bolton approximately 1400 feet upstream of mouth at inlet of Delaney Pond, Stow]",River/Stream,,,42.444418,-71.551697,16-D500-05,Probe,15-1310,8/24/2016,2016-08-24,3:17:08 PM,15:17:08,Flowing,0.2,0.2,,23.8,23.8,,7.0,7.0,,296.0,296.0,,190.0,190.0,,7.3,7.3,,86,86.0,,,2016-08-24,2016.0,8.0,24.0,237.0,Summer,1,0,0,1,2,25.8,6.8
127724,Extracted from WPP_WQData_2005-2020.mdb on 6/30/2022 3:25:38 PM,2016,QC4,2019-10-25 15:25:52,RSN (2016),Concord (SuAsCo),8247375,North Brook,W2544,NOR01,"[approximately 2400 feet upstream/north of Randall Road, Berlin]",River/Stream,,,42.398058,-71.658249,16-D500-06,Probe,15-1311,8/24/2016,2016-08-24,4:19:35 PM,16:19:35,Flowing,0.0,0.0,i,21.5,21.5,,7.0,7.0,,190.0,190.0,,121.0,121.0,,7.9,7.9,,90,90.0,,,2016-08-24,2016.0,8.0,24.0,237.0,Summer,1,0,0,1,2,23.5,7.4
127725,Extracted from WPP_WQData_2005-2020.mdb on 6/30/2022 3:25:38 PM,2016,QC4,2019-10-25 15:25:52,RSN (2016),Nashua,8145350,Trout Brook,W2226,TR01,"[approximately 140 feet upstream of Manning Street, Holden]",River/Stream,,,42.38381603,-71.83775116,16-D500-07,Probe,15-1312,8/24/2016,2016-08-24,5:07:29 PM,17:07:29,Flowing,0.0,0.0,i,19.8,19.8,,6.6,6.6,,77.0,77.0,,49.0,49.0,,7.8,7.8,,86,86.0,,,2016-08-24,2016.0,8.0,24.0,237.0,Summer,1,0,0,1,2,21.8,7.3
127727,Extracted from WPP_WQData_2005-2020.mdb on 6/30/2022 3:25:38 PM,2016,QC4,2019-10-25 15:25:52,RSN (2016),Buzzards Bay,9560150,Bread And Cheese Brook,W0344,BCB01,"[approximately 980 feet downstream of Route 177, Westport]",River/Stream,0.321,0.321,41.63266048,-71.06038287,16-D501-02,Probe,15-1314,8/31/2016,2016-08-31,9:48:33 AM,09:48:33,Flowing,0.1,0.1,,19.8,19.8,,6.8,6.8,,334.0,334.0,,214.0,214.0,,9.0,9.0,,99,99.0,,,2016-08-31,2016.0,8.0,31.0,244.0,Summer,1,0,0,1,2,21.8,8.5
127728,Extracted from WPP_WQData_2005-2020.mdb on 6/30/2022 3:25:38 PM,2016,QC4,2019-10-25 15:25:52,RSN (2016),Taunton,6235125,Rattlesnake Brook,W2466,RA00,"[approximately 1300 feet upstream/east from Route 24/79 (Amvets Memorial Highway), Freetown]",River/Stream,,,41.77254787,-71.08494839,16-D501-03,Probe,15-1315,8/31/2016,2016-08-31,10:51:33 AM,10:51:33,**,0.1,0.1,,19.9,19.9,,5.8,5.8,,39.0,39.0,,25.0,25.0,,7.6,7.6,,84,84.0,,,2016-08-31,2016.0,8.0,31.0,244.0,Summer,1,0,0,0,1,21.9,7.1
127729,Extracted from WPP_WQData_2005-2020.mdb on 6/30/2022 3:25:38 PM,2016,QC4,2019-10-25 15:25:52,RSN (2016),Blackstone,5131700,Emerson Brook,W2284,EB01,"[approximately 200 feet upstream of the Route 146 southbound off-ramp to Chocolog Road, Uxbridge]",River/Stream,,,42.04638466,-71.6301536,16-D501-04,Probe,15-1316,8/31/2016,2016-08-31,12:35:34 PM,12:35:34,Flowing,0.2,0.2,,22.6,22.6,,6.5,6.5,,140.0,140.0,,90.0,90.0,,8.2,8.2,,96,96.0,,,2016-08-31,2016.0,8.0,31.0,244.0,Summer,1,0,0,1,2,24.6,7.699999999999999
127730,Extracted from WPP_WQData_2005-2020.mdb on 6/30/2022 3:25:38 PM,2016,QC4,2019-10-25 15:25:52,RSN (2016),Blackstone,5131475,Round Top Brook,W2413,RTB01,"[approximately 1400 feet downstream/south from the confluence of Tinkerville Brook, Burrillville, Rhode Island (approximately 1600 feet from MA/RI border)]",River/Stream,,,42.00792,-71.70506,16-D501-05,Probe,15-1317,8/31/2016,2016-08-31,1:38:04 PM,13:38:04,Flowing,0.2,0.2,,20.5,20.5,,6.4,6.4,,167.0,167.0,,107.0,107.0,,8.3,8.3,,93,93.0,,,2016-08-31,2016.0,8.0,31.0,244.0,Summer,1,0,0,1,2,22.5,7.800000000000001
127731,Extracted from WPP_WQData_2005-2020.mdb on 6/30/2022 3:25:38 PM,2016,QC4,2019-10-25 15:25:52,RSN (2016),Chicopee,3625600,Kings Brook,W1864,KING01,"[Route 67 crossing, Palmer]",River/Stream,,,42.16171173,-72.26845965,16-D501-06,Probe,15-1318,8/31/2016,2016-08-31,3:12:34 PM,15:12:34,Flowing,0.0,0.0,i,17.9,17.9,,7.1,7.1,,316.0,316.0,,202.0,202.0,,9.2,9.2,,99,99.0,,,2016-08-31,2016.0,8.0,31.0,244.0,Summer,1,0,0,1,2,19.9,8.7
127803,Extracted from WPP_WQData_2005-2020.mdb on 6/30/2022 3:25:38 PM,2016,QC4,2019-10-25 15:25:52,Special Projects (2016),Concord (SuAsCo),8246605,Unnamed Tributary,W2547,Station1,"[unnamed tributary to Russell Millpond, approximately 100 feet upstream from inlet of Russell Millpond, Chelmsford]",River/Stream,,,42.56231539,-71.33630595,16-G505-01,Probe,SP-0469,6/22/2016,2016-06-22,9:09:35 AM,09:09:35,Flowing,0.2,0.2,,14.5,14.5,,6.9,6.9,i,206.0,206.0,,132.0,132.0,,8.7,8.7,,88,88.0,,,2016-06-22,2016.0,6.0,22.0,174.0,Summer,1,0,0,1,2,16.5,8.2
127804,Extracted from WPP_WQData_2005-2020.mdb on 6/30/2022 3:25:38 PM,2016,QC4,2019-10-25 15:25:52,Special Projects (2016),Concord (SuAsCo),8246525,River Meadow Brook,W1488,Station2,"[Mill Road bridge, Chelmsford]",River/Stream,,,42.57826214,-71.33253012,16-G505-02,Probe,SP-0471,6/22/2016,2016-06-22,9:43:04 AM,09:43:04,Flowing,0.5,0.5,,22.2,22.2,,7.2,7.2,i,326.0,326.0,,209.0,209.0,,8.1,8.1,,96,96.0,,,2016-06-22,2016.0,6.0,22.0,174.0,Summer,1,0,0,1,2,24.2,7.6
127805,Extracted from WPP_WQData_2005-2020.mdb on 6/30/2022 3:25:38 PM,2016,QC4,2019-10-25 15:25:52,Special Projects (2016),Concord (SuAsCo),8246525,River Meadow Brook,W2548,Station3,"[Industrial Avenue, Chelmsford]",River/Stream,,,42.61458152,-71.32256374,16-G505-03,Probe,SP-0473,6/22/2016,2016-06-22,10:25:34 AM,10:25:34,Flowing,0.4,0.4,,18.8,18.8,,6.5,6.5,i,1258.0,1258.0,,805.0,805.0,,5.5,5.5,,61,61.0,,,2016-06-22,2016.0,6.0,22.0,174.0,Summer,1,0,0,1,2,20.8,5.0
127806,Extracted from WPP_WQData_2005-2020.mdb on 6/30/2022 3:25:38 PM,2016,QC4,2019-10-25 15:25:52,Special Projects (2016),Concord (SuAsCo),8246525,River Meadow Brook,W1489,Station4,"[apartment complex roadway bridge near mouth of river, east of Lawrence Street, Lowell]",River/Stream,,,42.63380122,-71.30119731,16-G505-04,Probe,SP-0475,6/22/2016,2016-06-22,12:04:04 PM,12:04:04,Flowing,0.3,0.3,,20.8,20.8,,6.9,6.9,i,1119.0,1119.0,,716.0,716.0,,6.6,6.6,,76,76.0,,,2016-06-22,2016.0,6.0,22.0,174.0,Summer,1,0,0,1,2,22.8,6.1
127807,Extracted from WPP_WQData_2005-2020.mdb on 6/30/2022 3:25:38 PM,2016,QC4,2019-10-25 15:25:52,Special Projects (2016),Concord (SuAsCo),8246500,Concord River,W2549,Station5,"[approximately 50 feet upstream from mouth of River Meadow Brook, Lowell]",River/Stream,,,42.63381819,-71.30053328,16-G505-05,Probe,SP-0477,6/22/2016,2016-06-22,12:25:04 PM,12:25:04,Flowing,0.1,0.1,,24.3,24.3,,7.1,7.1,i,681.0,681.0,,436.0,436.0,,7.2,7.2,,89,89.0,,,2016-06-22,2016.0,6.0,22.0,174.0,Summer,1,0,0,1,2,26.3,6.7
127808,Extracted from WPP_WQData_2005-2020.mdb on 6/30/2022 3:25:38 PM,2016,QC4,2019-10-25 15:25:52,Special Projects (2016),Concord (SuAsCo),8246500,Concord River,W2227,Station6,"[Rogers Street, Lowell]",River/Stream,0.897,0.897,42.63595037,-71.30148697,16-G505-06,Probe,SP-0479,6/22/2016,2016-06-22,12:57:33 PM,12:57:33,Flowing,0.1,0.1,,23.8,23.8,,7.2,7.2,i,724.0,724.0,,463.0,463.0,,7.3,7.3,,88,88.0,,,2016-06-22,2016.0,6.0,22.0,174.0,Summer,1,0,0,1,2,25.8,6.8
127809,Extracted from WPP_WQData_2005-2020.mdb on 6/30/2022 3:25:38 PM,2016,QC4,2019-10-25 15:25:52,Special Projects (2016),Concord (SuAsCo),8246605,Unnamed Tributary,W2547,Station1,"[unnamed tributary to Russell Millpond, approximately 100 feet upstream from inlet of Russell Millpond, Chelmsford]",River/Stream,,,42.56231539,-71.33630595,16-G506-01,Probe,SP-0490,8/3/2016,2016-08-03,9:35:03 AM,09:35:03,Flowing,0.2,0.2,,16.8,16.8,,6.8,6.8,,67.0,67.0,,43.0,43.0,,8.2,8.2,,85,85.0,,,2016-08-03,2016.0,8.0,3.0,216.0,Summer,1,0,0,1,2,18.8,7.699999999999999
127810,Extracted from WPP_WQData_2005-2020.mdb on 6/30/2022 3:25:38 PM,2016,QC4,2019-10-25 15:25:52,Special Projects (2016),Concord (SuAsCo),8246525,River Meadow Brook,W1488,Station2,"[Mill Road bridge, Chelmsford]",River/Stream,,,42.57826214,-71.33253012,16-G506-02,Probe,SP-0492,8/3/2016,2016-08-03,10:06:06 AM,10:06:06,Flowing,0.3,0.3,,20.4,20.4,,6.6,6.6,,360.0,360.0,,230.0,230.0,,2.7,2.7,,30,30.0,,,2016-08-03,2016.0,8.0,3.0,216.0,Summer,1,1,0,1,3,22.4,2.2
127811,Extracted from WPP_WQData_2005-2020.mdb on 6/30/2022 3:25:38 PM,2016,QC4,2019-10-25 15:25:52,Special Projects (2016),Concord (SuAsCo),8246525,River Meadow Brook,W2548,Station3,"[Industrial Avenue, Chelmsford]",River/Stream,,,42.61458152,-71.32256374,16-G506-03,Probe,SP-0494,8/3/2016,2016-08-03,10:52:35 AM,10:52:35,Flowing,0.1,0.1,,19.6,19.6,,6.3,6.3,,1981.0,1981.0,,1268.0,1268.0,,6.3,6.3,,70,70.0,,,2016-08-03,2016.0,8.0,3.0,216.0,Summer,1,0,0,1,2,21.6,5.8
127812,Extracted from WPP_WQData_2005-2020.mdb on 6/30/2022 3:25:38 PM,2016,QC4,2019-10-25 15:25:52,Special Projects (2016),Concord (SuAsCo),8246525,River Meadow Brook,W1489,Station4,"[apartment complex roadway bridge near mouth of river, east of Lawrence Street, Lowell]",River/Stream,,,42.63380122,-71.30119731,16-G506-04,Probe,SP-0496,8/3/2016,2016-08-03,12:35:35 PM,12:35:35,Flowing,0.1,0.1,,21.5,21.5,,7.3,7.3,,1786.0,1786.0,,1143.0,1143.0,,8.4,8.4,,97,97.0,,,2016-08-03,2016.0,8.0,3.0,216.0,Summer,1,0,0,1,2,23.5,7.9
127813,Extracted from WPP_WQData_2005-2020.mdb on 6/30/2022 3:25:38 PM,2016,QC4,2019-10-25 15:25:52,Special Projects (2016),Concord (SuAsCo),8246500,Concord River,W2549,Station5,"[approximately 50 feet upstream from mouth of River Meadow Brook, Lowell]",River/Stream,,,42.63381819,-71.30053328,16-G506-05,Probe,SP-0498,8/3/2016,2016-08-03,1:09:04 PM,13:09:04,Flowing,0.2,0.2,,25.8,25.8,,7.5,7.5,,903.0,903.0,,578.0,578.0,,7.9,7.9,,99,99.0,,,2016-08-03,2016.0,8.0,3.0,216.0,Summer,1,0,0,1,2,27.8,7.4
127814,Extracted from WPP_WQData_2005-2020.mdb on 6/30/2022 3:25:38 PM,2016,QC4,2019-10-25 15:25:52,Special Projects (2016),Concord (SuAsCo),8246500,Concord River,W2227,Station6,"[Rogers Street, Lowell]",River/Stream,0.897,0.897,42.63595037,-71.30148697,16-G506-06,Probe,SP-0500,8/3/2016,2016-08-03,1:46:34 PM,13:46:34,Flowing,0.0,0.0,i,29.4,29.4,,8.3,8.3,,965.0,965.0,,618.0,618.0,,11.0,11.0,,146,146.0,,,2016-08-03,2016.0,8.0,3.0,216.0,Summer,1,0,0,1,2,31.4,10.5
132857,Extracted from WPP_WQData_2005-2020.mdb on 6/30/2022 3:25:38 PM,2015,QC4,2022-06-02 09:37:52,MAP2 (2015),Charles,7239350,Hurd Brook,W2514,MAP2-663,"[approximately 800 feet downstream/east of Webster Street, Needham]",River/Stream,,,42.3049376,-71.2338344,15-C500-01,Probe,10-3902,7/30/2015,2015-07-30,9:05:32 AM,09:05:32,Flowing,0.2,0.2,,16.9,16.9,u,7.1,7.1,,631.0,631.0,i,404.0,404.0,i,7.6,7.6,u,80,80.0,u,,2015-07-30,2015.0,7.0,30.0,211.0,Summer,1,0,0,1,2,18.9,7.1
132858,Extracted from WPP_WQData_2005-2020.mdb on 6/30/2022 3:25:38 PM,2015,QC4,2022-06-02 09:37:52,MAP2 (2015),Charles,7239125,Beaver Brook,W2518,MAP2-675,"[approximately 160 feet downstream/south of Trapelo Road, Waltham/Belmont]",River/Stream,,,42.3900984,-71.1967182,15-C500-02,Probe,10-3903,7/30/2015,2015-07-30,10:01:01 AM,10:01:01,Flowing,0.1,0.1,,22.8,22.8,,7.7,7.7,,1211.0,1211.0,i,775.0,775.0,i,8.1,8.1,,96,96.0,,,2015-07-30,2015.0,7.0,30.0,211.0,Summer,1,0,0,1,2,24.8,7.6
132859,Extracted from WPP_WQData_2005-2020.mdb on 6/30/2022 3:25:38 PM,2015,QC4,2022-06-02 09:37:52,MAP2 (2015),Shawsheen,8349350,Spring Brook,W2535,MAP2-714,"[approximately 250 feet upstream of mouth at confluence with Shawsheen River, Bedford]",River/Stream,,,42.494062,-71.2559826,15-C500-03,Probe,10-3904,7/30/2015,2015-07-30,10:37:32 AM,10:37:32,Stagnant,0.0,0.0,i,23.6,23.6,,7.1,7.1,,1009.0,1009.0,i,646.0,646.0,i,6.8,6.8,,82,82.0,,,2015-07-30,2015.0,7.0,30.0,211.0,Summer,1,0,0,1,2,25.6,6.3
132860,Extracted from WPP_WQData_2005-2020.mdb on 6/30/2022 3:25:38 PM,2015,QC4,2022-06-02 09:37:52,MAP2 (2015),Shawsheen,8349275,Vine Brook,W2522,MAP2-682,"[just downstream/west of the Route 62 eastbound ramp to Route 3 northbound, Bedford]",River/Stream,,,42.5017852,-71.2407158,15-C500-04,Probe,10-3905,7/30/2015,2015-07-30,11:09:01 AM,11:09:01,Flowing,0.6,0.6,,22.3,22.3,"r, u",6.4,6.4,,1265.0,1265.0,i,810.0,810.0,i,0.8,0.8,r,10,10.0,r,,2015-07-30,2015.0,7.0,30.0,211.0,Summer,1,1,0,1,3,24.3,0.30000000000000004
132861,Extracted from WPP_WQData_2005-2020.mdb on 6/30/2022 3:25:38 PM,2015,QC4,2022-06-02 09:37:52,MAP2 (2015),North Coastal,9355550,Saugus River,W2519,MAP2-677,"[approximately 1600 feet downstream/south of Route 129, Saugus]",River/Stream,,,42.4958058,-71.0387409,15-C500-05,Probe,10-3906,7/30/2015,2015-07-30,12:04:32 PM,12:04:32,Flowing,0.7,0.7,,24.8,24.8,r,7.2,7.2,,1062.0,1062.0,i,680.0,680.0,i,4.1,4.1,r,50,50.0,r,,2015-07-30,2015.0,7.0,30.0,211.0,Summer,1,1,0,1,3,26.8,3.5999999999999996
132862,Extracted from WPP_WQData_2005-2020.mdb on 6/30/2022 3:25:38 PM,2015,QC4,2022-06-02 09:37:52,MAP2 (2015),Ipswich,9253500,Ipswich River,W2515,MAP2-665,"[approximately 2500 feet downstream/north of Route 114, Middleton/Danvers]",River/Stream,,,42.5790278,-70.9915364,15-C500-06,Probe,10-3907,7/30/2015,2015-07-30,12:47:32 PM,12:47:32,Flowing,0.6,0.6,,26.2,26.2,,6.7,6.7,,678.0,678.0,i,434.0,434.0,i,2.3,2.3,,29,29.0,,,2015-07-30,2015.0,7.0,30.0,211.0,Summer,1,1,1,1,4,28.2,1.7999999999999998
132863,Extracted from WPP_WQData_2005-2020.mdb on 6/30/2022 3:25:38 PM,2015,QC4,2022-06-02 09:37:52,MAP2 (2015),Ipswich,9253500,Ipswich River,W2526,MAP2-693,"[approximately 175 feet downstream/east of Chestnut Street, North Reading]",River/Stream,,,42.5718288,-71.0962545,15-C500-07,Probe,10-3908,7/30/2015,2015-07-30,1:25:01 PM,13:25:01,Flowing,0.5,0.5,,25.4,25.4,,6.8,6.8,,754.0,754.0,i,483.0,483.0,i,4.0,4.0,,50,50.0,,,2015-07-30,2015.0,7.0,30.0,211.0,Summer,1,1,1,1,4,27.4,3.5
132864,Extracted from WPP_WQData_2005-2020.mdb on 6/30/2022 3:25:38 PM,2015,QC4,2022-06-02 09:37:52,MAP2 (2015),Shawsheen,8349000,Shawsheen River,W2538,MAP2-717,"[approximately 1900 feet upstream/north of Central Street, Andover]",River/Stream,,,42.6521945,-71.1509714,15-C501-01,Probe,10-3909,8/4/2015,2015-08-04,8:55:02 AM,08:55:02,Flowing,0.2,0.2,,24.1,24.1,,7.1,7.1,,714.0,714.0,,457.0,457.0,,6.4,6.4,,78,78.0,,,2015-08-04,2015.0,8.0,4.0,216.0,Summer,1,0,0,1,2,26.1,5.9
132865,Extracted from WPP_WQData_2005-2020.mdb on 6/30/2022 3:25:38 PM,2015,QC4,2022-06-02 09:37:52,MAP2 (2015),Ipswich,9253500,Ipswich River,W2506,MAP2-642,"[approximately 200 feet downstream/north of Peabody Street, Middleton]",River/Stream,,,42.616929,-70.9964121,15-C501-02,Probe,10-3910,8/4/2015,2015-08-04,9:44:02 AM,09:44:02,Flowing,0.5,0.5,,25.3,25.3,,7.1,7.1,,676.0,676.0,,432.0,432.0,,4.0,4.0,,50,50.0,,,2015-08-04,2015.0,8.0,4.0,216.0,Summer,1,1,1,1,4,27.3,3.5
132866,Extracted from WPP_WQData_2005-2020.mdb on 6/30/2022 3:25:38 PM,2015,QC4,2022-06-02 09:37:52,MAP2 (2015),Ipswich,9253850,Fish Brook,W2521,MAP2-681,"[approximately 550 feet downstream/south of River Road/Fuller Lane, Topsfield/Boxford]",River/Stream,,,42.6339232,-70.9747374,15-C501-03,Probe,10-3911,8/4/2015,2015-08-04,10:18:01 AM,10:18:01,Flowing,0.4,0.4,,22.0,22.0,,6.9,6.9,,351.0,351.0,,225.0,225.0,,4.9,4.9,,57,57.0,,,2015-08-04,2015.0,8.0,4.0,216.0,Summer,1,1,0,1,3,24.0,4.4
132867,Extracted from WPP_WQData_2005-2020.mdb on 6/30/2022 3:25:38 PM,2015,QC4,2022-06-02 09:37:52,MAP2 (2015),Parker,9153350,Jackman Brook,W2517,MAP2-673,"[approximately 1200 feet upstream/south of Jackman Street, Georgetown]",River/Stream,,,42.7350352,-70.9427296,15-C501-04,Probe,10-3912,8/4/2015,2015-08-04,11:17:35 AM,11:17:35,Flowing,0.0,0.0,i,15.3,15.3,,7.2,7.2,,423.0,423.0,,271.0,271.0,,9.4,9.4,,96,96.0,,,2015-08-04,2015.0,8.0,4.0,216.0,Summer,1,0,0,1,2,17.3,8.9
132868,Extracted from WPP_WQData_2005-2020.mdb on 6/30/2022 3:25:38 PM,2015,QC4,2022-06-02 09:37:52,MAP2 (2015),Merrimack,8450300,Powwow River,W2512,MAP2-657,"[approximately 7200 feet upstream of Newton Road, Amesbury]",River/Stream,,,42.8659286,-70.9615914,15-C501-05,Probe,10-3913,8/4/2015,2015-08-04,12:16:04 PM,12:16:04,Flowing,0.4,0.4,,24.7,24.7,,6.7,6.7,,205.0,205.0,,131.0,131.0,,3.6,3.6,,45,45.0,,,2015-08-04,2015.0,8.0,4.0,216.0,Summer,1,1,0,1,3,26.7,3.1
132869,Extracted from WPP_WQData_2005-2020.mdb on 6/30/2022 3:25:38 PM,2015,QC4,2022-06-02 09:37:52,MAP2 (2015),Merrimack,8450500,Cobbler Brook,W2532,MAP2-705,"[approximately 100 feet upstream/north of River Road, Merrimac]",River/Stream,,,42.8261109,-70.9840121,15-C501-06,Probe,10-3914,8/4/2015,2015-08-04,1:03:04 PM,13:03:04,Flowing,0.1,0.1,,25.6,25.6,r,7.4,7.4,r,827.0,827.0,r,529.0,529.0,r,8.6,8.6,r,108,108.0,r,,2015-08-04,2015.0,8.0,4.0,216.0,Summer,1,0,0,1,2,27.6,8.1
