ID,Warehouse_vintage,Datayear,QCStatus,QCDate,Projname,Watershed,SARIS_PALIS_CAMIS,Waterbody,UNIQUE_ID,STAID_YR,DESCRIPTOR,MLTYP_NAME,MILEPT,nMILEPT,Latitude,Longitude,FSLOG,SURV_TYPE,OWMID,DATE,dDATE,TIME,dTIME,FLOWSTAT,DEPTH,nDEPTH,DEPTHSS,TEMP,nTEMP,TEMPSS,PH,nPH,PHSS,SPCOND,nSPCOND,SPCONDSS,TDS,nTDS,TDSSS,DO,nDO,DOSS,DOSAT,nDOSAT,DOSATSS,ResComm,datetime,year,month,day,day_of_year,season,is_summer,DO_critical,stress_combo,flow_flag,risk_score
133360,Extracted from WPP_WQData_2005-2020.mdb on 6/30/2022 3:25:38 PM,2017,QC4,2022-06-02 10:08:59,MAP2 Lakes (2017),Ipswich,92019,Field Pond,W2710,MAP2L-164,"[index site, Andover]",Lake,,,42.6074803,-71.1097834,17-C015-02,Lake,10-4956,6/29/2017,2017-06-29,12:22:03 PM,12:22:03,Normal,1.5,1.5,,23.9,23.9,,6.6,6.6,,323.0,323.0,,207.0,207.0,,6.4,6.4,,78,78.0,,,2017-06-29,2017.0,6.0,29.0,180.0,Summer,1,0,0,1,2
133361,Extracted from WPP_WQData_2005-2020.mdb on 6/30/2022 3:25:38 PM,2017,QC4,2022-06-02 10:08:59,MAP2 Lakes (2017),Ipswich,92019,Field Pond,W2710,MAP2L-164,"[index site, Andover]",Lake,,,42.6074803,-71.1097834,17-C015-02,Lake,10-4956,6/29/2017,2017-06-29,12:26:03 PM,12:26:03,Normal,2.0,2.0,,23.6,23.6,,6.5,6.5,,322.0,322.0,,206.0,206.0,,5.9,5.9,,71,71.0,,,2017-06-29,2017.0,6.0,29.0,180.0,Summer,1,0,0,1,2
133362,Extracted from WPP_WQData_2005-2020.mdb on 6/30/2022 3:25:38 PM,2017,QC4,2022-06-02 10:08:59,MAP2 Lakes (2017),Ipswich,92019,Field Pond,W2710,MAP2L-164,"[index site, Andover]",Lake,,,42.6074803,-71.1097834,17-C015-02,Lake,10-4956,6/29/2017,2017-06-29,12:29:05 PM,12:29:05,Normal,2.5,2.5,,22.0,22.0,,6.2,6.2,,321.0,321.0,,205.0,205.0,,2.7,2.7,,31,31.0,,,2017-06-29,2017.0,6.0,29.0,180.0,Summer,1,1,0,1,3
133364,Extracted from WPP_WQData_2005-2020.mdb on 6/30/2022 3:25:38 PM,2017,QC4,2022-06-02 10:08:59,MAP2 Lakes (2017),Merrimack,84010,Crystal Lake,W2678,MAP2L-136,"[index site, southeastern lobe of lake, Haverhill]",Lake,,,42.7986363,-71.1439465,17-C016-01,Lake,10-4957,7/6/2017,2017-07-06,9:46:24 AM,09:46:24,Normal,0.5,0.5,,26.1,26.1,,7.5,7.5,,202.0,202.0,,129.0,129.0,,8.4,8.4,,104,104.0,,,2017-07-06,2017.0,7.0,6.0,187.0,Summer,1,0,0,1,2
133365,Extracted from WPP_WQData_2005-2020.mdb on 6/30/2022 3:25:38 PM,2017,QC4,2022-06-02 10:08:59,MAP2 Lakes (2017),Merrimack,84010,Crystal Lake,W2678,MAP2L-136,"[index site, southeastern lobe of lake, Haverhill]",Lake,,,42.7986363,-71.1439465,17-C016-01,Lake,10-4957,7/6/2017,2017-07-06,9:49:59 AM,09:49:59,Normal,1.0,1.0,,26.0,26.0,,7.5,7.5,,202.0,202.0,,130.0,130.0,,8.3,8.3,,104,104.0,,,2017-07-06,2017.0,7.0,6.0,187.0,Summer,1,0,0,1,2
133366,Extracted from WPP_WQData_2005-2020.mdb on 6/30/2022 3:25:38 PM,2017,QC4,2022-06-02 10:08:59,MAP2 Lakes (2017),Merrimack,84010,Crystal Lake,W2678,MAP2L-136,"[index site, southeastern lobe of lake, Haverhill]",Lake,,,42.7986363,-71.1439465,17-C016-01,Lake,10-4957,7/6/2017,2017-07-06,9:55:03 AM,09:55:03,Normal,1.5,1.5,,26.0,26.0,,7.5,7.5,,202.0,202.0,,129.0,129.0,,8.3,8.3,,104,104.0,,,2017-07-06,2017.0,7.0,6.0,187.0,Summer,1,0,0,1,2
133367,Extracted from WPP_WQData_2005-2020.mdb on 6/30/2022 3:25:38 PM,2017,QC4,2022-06-02 10:08:59,MAP2 Lakes (2017),Merrimack,84010,Crystal Lake,W2678,MAP2L-136,"[index site, southeastern lobe of lake, Haverhill]",Lake,,,42.7986363,-71.1439465,17-C016-01,Lake,10-4957,7/6/2017,2017-07-06,9:59:02 AM,09:59:02,Normal,2.5,2.5,,25.8,25.8,,7.3,7.3,,202.0,202.0,,130.0,130.0,,8.2,8.2,,101,101.0,,,2017-07-06,2017.0,7.0,6.0,187.0,Summer,1,0,0,1,2
133368,Extracted from WPP_WQData_2005-2020.mdb on 6/30/2022 3:25:38 PM,2017,QC4,2022-06-02 10:08:59,MAP2 Lakes (2017),Merrimack,84010,Crystal Lake,W2678,MAP2L-136,"[index site, southeastern lobe of lake, Haverhill]",Lake,,,42.7986363,-71.1439465,17-C016-01,Lake,10-4957,7/6/2017,2017-07-06,10:03:00 AM,10:03:00,Normal,3.5,3.5,,21.7,21.7,u,6.7,6.7,,199.0,199.0,,127.0,127.0,,7.2,7.2,,82,82.0,,,2017-07-06,2017.0,7.0,6.0,187.0,Summer,1,0,0,1,2
133369,Extracted from WPP_WQData_2005-2020.mdb on 6/30/2022 3:25:38 PM,2017,QC4,2022-06-02 10:08:59,MAP2 Lakes (2017),Merrimack,84010,Crystal Lake,W2678,MAP2L-136,"[index site, southeastern lobe of lake, Haverhill]",Lake,,,42.7986363,-71.1439465,17-C016-01,Lake,10-4957,7/6/2017,2017-07-06,10:07:01 AM,10:07:01,Normal,4.5,4.5,,16.3,16.3,u,6.3,6.3,,204.0,204.0,,131.0,131.0,,4.4,4.4,,45,45.0,,,2017-07-06,2017.0,7.0,6.0,187.0,Summer,1,1,0,1,3
133370,Extracted from WPP_WQData_2005-2020.mdb on 6/30/2022 3:25:38 PM,2017,QC4,2022-06-02 10:08:59,MAP2 Lakes (2017),Merrimack,84010,Crystal Lake,W2678,MAP2L-136,"[index site, southeastern lobe of lake, Haverhill]",Lake,,,42.7986363,-71.1439465,17-C016-01,Lake,10-4957,7/6/2017,2017-07-06,10:10:59 AM,10:10:59,Normal,5.5,5.5,,12.0,12.0,,6.2,6.2,,201.0,201.0,,129.0,129.0,,6.0,6.0,,56,56.0,,,2017-07-06,2017.0,7.0,6.0,187.0,Summer,1,0,0,1,2
133371,Extracted from WPP_WQData_2005-2020.mdb on 6/30/2022 3:25:38 PM,2017,QC4,2022-06-02 10:08:59,MAP2 Lakes (2017),Merrimack,84010,Crystal Lake,W2678,MAP2L-136,"[index site, southeastern lobe of lake, Haverhill]",Lake,,,42.7986363,-71.1439465,17-C016-01,Lake,10-4957,7/6/2017,2017-07-06,10:14:30 AM,10:14:30,Normal,6.5,6.5,,8.4,8.4,,6.2,6.2,,199.0,199.0,,128.0,128.0,,5.2,5.2,,45,45.0,,,2017-07-06,2017.0,7.0,6.0,187.0,Summer,1,0,0,1,2
133372,Extracted from WPP_WQData_2005-2020.mdb on 6/30/2022 3:25:38 PM,2017,QC4,2022-06-02 10:08:59,MAP2 Lakes (2017),Merrimack,84010,Crystal Lake,W2678,MAP2L-136,"[index site, southeastern lobe of lake, Haverhill]",Lake,,,42.7986363,-71.1439465,17-C016-01,Lake,10-4957,7/6/2017,2017-07-06,10:18:02 AM,10:18:02,Normal,7.5,7.5,,7.0,7.0,,6.1,6.1,,199.0,199.0,,128.0,128.0,,4.1,4.1,,34,34.0,,,2017-07-06,2017.0,7.0,6.0,187.0,Summer,1,1,0,1,3
133373,Extracted from WPP_WQData_2005-2020.mdb on 6/30/2022 3:25:38 PM,2017,QC4,2022-06-02 10:08:59,MAP2 Lakes (2017),Merrimack,84010,Crystal Lake,W2678,MAP2L-136,"[index site, southeastern lobe of lake, Haverhill]",Lake,,,42.7986363,-71.1439465,17-C016-01,Lake,10-4957,7/6/2017,2017-07-06,10:21:28 AM,10:21:28,Normal,8.5,8.5,,6.6,6.6,,6.1,6.1,,200.0,200.0,,128.0,128.0,,3.4,3.4,,28,28.0,,,2017-07-06,2017.0,7.0,6.0,187.0,Summer,1,1,0,1,3
133374,Extracted from WPP_WQData_2005-2020.mdb on 6/30/2022 3:25:38 PM,2017,QC4,2022-06-02 10:08:59,MAP2 Lakes (2017),Merrimack,84010,Crystal Lake,W2678,MAP2L-136,"[index site, southeastern lobe of lake, Haverhill]",Lake,,,42.7986363,-71.1439465,17-C016-01,Lake,10-4957,7/6/2017,2017-07-06,10:25:01 AM,10:25:01,Normal,9.5,9.5,,6.3,6.3,,6.1,6.1,,199.0,199.0,,128.0,128.0,,4.0,4.0,,32,32.0,,,2017-07-06,2017.0,7.0,6.0,187.0,Summer,1,1,0,1,3
133375,Extracted from WPP_WQData_2005-2020.mdb on 6/30/2022 3:25:38 PM,2017,QC4,2022-06-02 10:08:59,MAP2 Lakes (2017),Merrimack,84010,Crystal Lake,W2678,MAP2L-136,"[index site, southeastern lobe of lake, Haverhill]",Lake,,,42.7986363,-71.1439465,17-C016-01,Lake,10-4957,7/6/2017,2017-07-06,10:28:30 AM,10:28:30,Normal,10.5,10.5,,6.0,6.0,,6.1,6.1,,199.0,199.0,,128.0,128.0,,4.4,4.4,,35,35.0,,,2017-07-06,2017.0,7.0,6.0,187.0,Summer,1,1,0,1,3
133376,Extracted from WPP_WQData_2005-2020.mdb on 6/30/2022 3:25:38 PM,2017,QC4,2022-06-02 10:08:59,MAP2 Lakes (2017),Merrimack,84010,Crystal Lake,W2678,MAP2L-136,"[index site, southeastern lobe of lake, Haverhill]",Lake,,,42.7986363,-71.1439465,17-C016-01,Lake,10-4957,7/6/2017,2017-07-06,10:31:59 AM,10:31:59,Normal,11.5,11.5,,5.9,5.9,,6.2,6.2,,199.0,199.0,,127.0,127.0,,4.4,4.4,,35,35.0,,,2017-07-06,2017.0,7.0,6.0,187.0,Summer,1,1,0,1,3
133377,Extracted from WPP_WQData_2005-2020.mdb on 6/30/2022 3:25:38 PM,2017,QC4,2022-06-02 10:08:59,MAP2 Lakes (2017),Merrimack,84010,Crystal Lake,W2678,MAP2L-136,"[index site, southeastern lobe of lake, Haverhill]",Lake,,,42.7986363,-71.1439465,17-C016-01,Lake,10-4957,7/6/2017,2017-07-06,10:35:31 AM,10:35:31,Normal,12.5,12.5,,5.8,5.8,,6.2,6.2,,200.0,200.0,,128.0,128.0,,3.5,3.5,,28,28.0,,,2017-07-06,2017.0,7.0,6.0,187.0,Summer,1,1,0,1,3
133378,Extracted from WPP_WQData_2005-2020.mdb on 6/30/2022 3:25:38 PM,2017,QC4,2022-06-02 10:08:59,MAP2 Lakes (2017),Merrimack,84010,Crystal Lake,W2678,MAP2L-136,"[index site, southeastern lobe of lake, Haverhill]",Lake,,,42.7986363,-71.1439465,17-C016-01,Lake,10-4957,7/6/2017,2017-07-06,10:39:00 AM,10:39:00,Normal,13.5,13.5,,5.8,5.8,,6.2,6.2,,202.0,202.0,,129.0,129.0,,2.2,2.2,,18,18.0,,,2017-07-06,2017.0,7.0,6.0,187.0,Summer,1,1,0,1,3
133379,Extracted from WPP_WQData_2005-2020.mdb on 6/30/2022 3:25:38 PM,2017,QC4,2022-06-02 10:08:59,MAP2 Lakes (2017),Merrimack,84010,Crystal Lake,W2678,MAP2L-136,"[index site, southeastern lobe of lake, Haverhill]",Lake,,,42.7986363,-71.1439465,17-C016-01,Lake,10-4957,7/6/2017,2017-07-06,10:42:29 AM,10:42:29,Normal,14.5,14.5,,5.8,5.8,,6.2,6.2,,204.0,204.0,,131.0,131.0,,0.6,0.6,u,5,5.0,u,,2017-07-06,2017.0,7.0,6.0,187.0,Summer,1,1,0,1,3
133381,Extracted from WPP_WQData_2005-2020.mdb on 6/30/2022 3:25:38 PM,2017,QC4,2022-06-02 10:08:59,MAP2 Lakes (2017),Merrimack,84071,Upper Artichoke Reservoir,W2680,MAP2L-137,"[index site, West Newbury]",Lake,,,42.7989549,-70.9325918,17-C016-02,Lake,10-4958,7/6/2017,2017-07-06,12:52:30 PM,12:52:30,Normal,0.5,0.5,,27.6,27.6,,8.3,8.3,,324.0,324.0,,208.0,208.0,,9.3,9.3,,119,119.0,,,2017-07-06,2017.0,7.0,6.0,187.0,Summer,1,0,0,1,2
133382,Extracted from WPP_WQData_2005-2020.mdb on 6/30/2022 3:25:38 PM,2017,QC4,2022-06-02 10:08:59,MAP2 Lakes (2017),Merrimack,84071,Upper Artichoke Reservoir,W2680,MAP2L-137,"[index site, West Newbury]",Lake,,,42.7989549,-70.9325918,17-C016-02,Lake,10-4958,7/6/2017,2017-07-06,12:55:28 PM,12:55:28,Normal,1.0,1.0,,26.9,26.9,u,8.4,8.4,,325.0,325.0,,208.0,208.0,,9.5,9.5,,120,120.0,,,2017-07-06,2017.0,7.0,6.0,187.0,Summer,1,0,0,1,2
133383,Extracted from WPP_WQData_2005-2020.mdb on 6/30/2022 3:25:38 PM,2017,QC4,2022-06-02 10:08:59,MAP2 Lakes (2017),Merrimack,84071,Upper Artichoke Reservoir,W2680,MAP2L-137,"[index site, West Newbury]",Lake,,,42.7989549,-70.9325918,17-C016-02,Lake,10-4958,7/6/2017,2017-07-06,12:58:59 PM,12:58:59,Normal,1.6,1.6,,26.0,26.0,,8.0,8.0,,329.0,329.0,,210.0,210.0,,9.2,9.2,,114,114.0,,,2017-07-06,2017.0,7.0,6.0,187.0,Summer,1,0,0,1,2
133386,Extracted from WPP_WQData_2005-2020.mdb on 6/30/2022 3:25:38 PM,2017,QC4,2022-06-02 10:08:59,MAP2 Lakes (2017),Concord (SuAsCo),82106,Sudbury Reservoir,W2682,MAP2L-138,"[index site, in portion of reservoir south of Route 30 and north of the rail crossing, Southborough]",Lake,,,42.3019466,-71.5128697,17-C017-01,Lake,10-4959,7/11/2017,2017-07-11,9:50:02 AM,09:50:02,Normal,0.5,0.5,,25.6,25.6,,7.7,7.7,,685.0,685.0,,438.0,438.0,,8.3,8.3,,103,103.0,,,2017-07-11,2017.0,7.0,11.0,192.0,Summer,1,0,0,1,2
133387,Extracted from WPP_WQData_2005-2020.mdb on 6/30/2022 3:25:38 PM,2017,QC4,2022-06-02 10:08:59,MAP2 Lakes (2017),Concord (SuAsCo),82106,Sudbury Reservoir,W2682,MAP2L-138,"[index site, in portion of reservoir south of Route 30 and north of the rail crossing, Southborough]",Lake,,,42.3019466,-71.5128697,17-C017-01,Lake,10-4959,7/11/2017,2017-07-11,9:56:02 AM,09:56:02,Normal,1.6,1.6,,25.6,25.6,,7.7,7.7,,685.0,685.0,,438.0,438.0,,8.3,8.3,,104,104.0,,,2017-07-11,2017.0,7.0,11.0,192.0,Summer,1,0,0,1,2
133388,Extracted from WPP_WQData_2005-2020.mdb on 6/30/2022 3:25:38 PM,2017,QC4,2022-06-02 10:08:59,MAP2 Lakes (2017),Concord (SuAsCo),82106,Sudbury Reservoir,W2682,MAP2L-138,"[index site, in portion of reservoir south of Route 30 and north of the rail crossing, Southborough]",Lake,,,42.3019466,-71.5128697,17-C017-01,Lake,10-4959,7/11/2017,2017-07-11,10:01:05 AM,10:01:05,Normal,2.5,2.5,,25.6,25.6,,7.7,7.7,,685.0,685.0,,439.0,439.0,,8.4,8.4,,104,104.0,,,2017-07-11,2017.0,7.0,11.0,192.0,Summer,1,0,0,1,2
133389,Extracted from WPP_WQData_2005-2020.mdb on 6/30/2022 3:25:38 PM,2017,QC4,2022-06-02 10:08:59,MAP2 Lakes (2017),Concord (SuAsCo),82106,Sudbury Reservoir,W2682,MAP2L-138,"[index site, in portion of reservoir south of Route 30 and north of the rail crossing, Southborough]",Lake,,,42.3019466,-71.5128697,17-C017-01,Lake,10-4959,7/11/2017,2017-07-11,10:06:02 AM,10:06:02,Normal,3.5,3.5,,23.2,23.2,u,7.0,7.0,,676.0,676.0,,432.0,432.0,,7.1,7.1,,84,84.0,,,2017-07-11,2017.0,7.0,11.0,192.0,Summer,1,0,0,1,2
133390,Extracted from WPP_WQData_2005-2020.mdb on 6/30/2022 3:25:38 PM,2017,QC4,2022-06-02 10:08:59,MAP2 Lakes (2017),Concord (SuAsCo),82106,Sudbury Reservoir,W2682,MAP2L-138,"[index site, in portion of reservoir south of Route 30 and north of the rail crossing, Southborough]",Lake,,,42.3019466,-71.5128697,17-C017-01,Lake,10-4959,7/11/2017,2017-07-11,10:11:04 AM,10:11:04,Normal,4.5,4.5,,19.5,19.5,,6.7,6.7,,674.0,674.0,,431.0,431.0,,5.8,5.8,,64,64.0,,,2017-07-11,2017.0,7.0,11.0,192.0,Summer,1,0,0,1,2
133391,Extracted from WPP_WQData_2005-2020.mdb on 6/30/2022 3:25:38 PM,2017,QC4,2022-06-02 10:08:59,MAP2 Lakes (2017),Concord (SuAsCo),82106,Sudbury Reservoir,W2682,MAP2L-138,"[index site, in portion of reservoir south of Route 30 and north of the rail crossing, Southborough]",Lake,,,42.3019466,-71.5128697,17-C017-01,Lake,10-4959,7/11/2017,2017-07-11,10:16:03 AM,10:16:03,Normal,5.5,5.5,,17.5,17.5,,6.6,6.6,,670.0,670.0,,429.0,429.0,,4.7,4.7,,50,50.0,,,2017-07-11,2017.0,7.0,11.0,192.0,Summer,1,1,0,1,3
133392,Extracted from WPP_WQData_2005-2020.mdb on 6/30/2022 3:25:38 PM,2017,QC4,2022-06-02 10:08:59,MAP2 Lakes (2017),Concord (SuAsCo),82106,Sudbury Reservoir,W2682,MAP2L-138,"[index site, in portion of reservoir south of Route 30 and north of the rail crossing, Southborough]",Lake,,,42.3019466,-71.5128697,17-C017-01,Lake,10-4959,7/11/2017,2017-07-11,10:21:32 AM,10:21:32,Normal,6.5,6.5,,16.4,16.4,,6.6,6.6,,670.0,670.0,,429.0,429.0,,4.1,4.1,,43,43.0,,,2017-07-11,2017.0,7.0,11.0,192.0,Summer,1,1,0,1,3
133393,Extracted from WPP_WQData_2005-2020.mdb on 6/30/2022 3:25:38 PM,2017,QC4,2022-06-02 10:08:59,MAP2 Lakes (2017),Concord (SuAsCo),82106,Sudbury Reservoir,W2682,MAP2L-138,"[index site, in portion of reservoir south of Route 30 and north of the rail crossing, Southborough]",Lake,,,42.3019466,-71.5128697,17-C017-01,Lake,10-4959,7/11/2017,2017-07-11,10:26:04 AM,10:26:04,Normal,7.5,7.5,,15.6,15.6,,6.6,6.6,,676.0,676.0,,432.0,432.0,,3.9,3.9,,40,40.0,,,2017-07-11,2017.0,7.0,11.0,192.0,Summer,1,1,0,1,3
133394,Extracted from WPP_WQData_2005-2020.mdb on 6/30/2022 3:25:38 PM,2017,QC4,2022-06-02 10:08:59,MAP2 Lakes (2017),Concord (SuAsCo),82106,Sudbury Reservoir,W2682,MAP2L-138,"[index site, in portion of reservoir south of Route 30 and north of the rail crossing, Southborough]",Lake,,,42.3019466,-71.5128697,17-C017-01,Lake,10-4959,7/11/2017,2017-07-11,10:31:32 AM,10:31:32,Normal,8.5,8.5,,14.5,14.5,,6.6,6.6,,688.0,688.0,,440.0,440.0,,4.1,4.1,u,41,41.0,u,,2017-07-11,2017.0,7.0,11.0,192.0,Summer,1,1,0,1,3
133395,Extracted from WPP_WQData_2005-2020.mdb on 6/30/2022 3:25:38 PM,2017,QC4,2022-06-02 10:08:59,MAP2 Lakes (2017),Concord (SuAsCo),82106,Sudbury Reservoir,W2682,MAP2L-138,"[index site, in portion of reservoir south of Route 30 and north of the rail crossing, Southborough]",Lake,,,42.3019466,-71.5128697,17-C017-01,Lake,10-4959,7/11/2017,2017-07-11,10:38:03 AM,10:38:03,Normal,9.5,9.5,,14.0,14.0,,6.6,6.6,,694.0,694.0,,444.0,444.0,,4.4,4.4,u,43,43.0,u,,2017-07-11,2017.0,7.0,11.0,192.0,Summer,1,1,0,1,3
133396,Extracted from WPP_WQData_2005-2020.mdb on 6/30/2022 3:25:38 PM,2017,QC4,2022-06-02 10:08:59,MAP2 Lakes (2017),Concord (SuAsCo),82106,Sudbury Reservoir,W2682,MAP2L-138,"[index site, in portion of reservoir south of Route 30 and north of the rail crossing, Southborough]",Lake,,,42.3019466,-71.5128697,17-C017-01,Lake,10-4959,7/11/2017,2017-07-11,10:43:02 AM,10:43:02,Normal,10.5,10.5,,13.6,13.6,,6.5,6.5,,690.0,690.0,,441.0,441.0,,2.6,2.6,u,26,26.0,u,,2017-07-11,2017.0,7.0,11.0,192.0,Summer,1,1,0,1,3
133397,Extracted from WPP_WQData_2005-2020.mdb on 6/30/2022 3:25:38 PM,2017,QC4,2022-06-02 10:08:59,MAP2 Lakes (2017),Concord (SuAsCo),82106,Sudbury Reservoir,W2682,MAP2L-138,"[index site, in portion of reservoir south of Route 30 and north of the rail crossing, Southborough]",Lake,,,42.3019466,-71.5128697,17-C017-01,Lake,10-4959,7/11/2017,2017-07-11,10:48:32 AM,10:48:32,Normal,11.5,11.5,,13.2,13.2,,6.6,6.6,,698.0,698.0,,446.0,446.0,,5.1,5.1,,50,50.0,,,2017-07-11,2017.0,7.0,11.0,192.0,Summer,1,0,0,1,2
133398,Extracted from WPP_WQData_2005-2020.mdb on 6/30/2022 3:25:38 PM,2017,QC4,2022-06-02 10:08:59,MAP2 Lakes (2017),Concord (SuAsCo),82106,Sudbury Reservoir,W2682,MAP2L-138,"[index site, in portion of reservoir south of Route 30 and north of the rail crossing, Southborough]",Lake,,,42.3019466,-71.5128697,17-C017-01,Lake,10-4959,7/11/2017,2017-07-11,10:56:07 AM,10:56:07,Normal,12.5,12.5,,12.8,12.8,,6.6,6.6,,698.0,698.0,,447.0,447.0,,4.4,4.4,,42,42.0,,,2017-07-11,2017.0,7.0,11.0,192.0,Summer,1,1,0,1,3
133399,Extracted from WPP_WQData_2005-2020.mdb on 6/30/2022 3:25:38 PM,2017,QC4,2022-06-02 10:08:59,MAP2 Lakes (2017),Concord (SuAsCo),82106,Sudbury Reservoir,W2682,MAP2L-138,"[index site, in portion of reservoir south of Route 30 and north of the rail crossing, Southborough]",Lake,,,42.3019466,-71.5128697,17-C017-01,Lake,10-4959,7/11/2017,2017-07-11,11:01:02 AM,11:01:02,Normal,13.5,13.5,,12.6,12.6,,6.6,6.6,,701.0,701.0,,448.0,448.0,,4.5,4.5,,43,43.0,,,2017-07-11,2017.0,7.0,11.0,192.0,Summer,1,1,0,1,3
133400,Extracted from WPP_WQData_2005-2020.mdb on 6/30/2022 3:25:38 PM,2017,QC4,2022-06-02 10:08:59,MAP2 Lakes (2017),Concord (SuAsCo),82106,Sudbury Reservoir,W2682,MAP2L-138,"[index site, in portion of reservoir south of Route 30 and north of the rail crossing, Southborough]",Lake,,,42.3019466,-71.5128697,17-C017-01,Lake,10-4959,7/11/2017,2017-07-11,11:06:32 AM,11:06:32,Normal,14.5,14.5,,12.4,12.4,,6.6,6.6,,701.0,701.0,,449.0,449.0,,3.7,3.7,,35,35.0,,,2017-07-11,2017.0,7.0,11.0,192.0,Summer,1,1,0,1,3
133401,Extracted from WPP_WQData_2005-2020.mdb on 6/30/2022 3:25:38 PM,2017,QC4,2022-06-02 10:08:59,MAP2 Lakes (2017),Concord (SuAsCo),82106,Sudbury Reservoir,W2682,MAP2L-138,"[index site, in portion of reservoir south of Route 30 and north of the rail crossing, Southborough]",Lake,,,42.3019466,-71.5128697,17-C017-01,Lake,10-4959,7/11/2017,2017-07-11,11:11:34 AM,11:11:34,Normal,15.0,15.0,,12.3,12.3,,6.6,6.6,,701.0,701.0,,449.0,449.0,,3.4,3.4,,32,32.0,,,2017-07-11,2017.0,7.0,11.0,192.0,Summer,1,1,0,1,3
133402,Extracted from WPP_WQData_2005-2020.mdb on 6/30/2022 3:25:38 PM,2017,QC4,2022-06-02 10:08:59,MAP2 Lakes (2017),Concord (SuAsCo),82048,Gleasons Pond,W2668,MAP2L-127,"[index site, Framingham]",Lake,,,42.2865424,-71.412718,17-C017-02,Lake,10-4960,7/11/2017,2017-07-11,1:10:33 PM,13:10:33,Normal,0.5,0.5,,25.7,25.7,,6.9,6.9,,896.0,896.0,,573.0,573.0,,7.0,7.0,,88,88.0,,,2017-07-11,2017.0,7.0,11.0,192.0,Summer,1,0,0,1,2
133403,Extracted from WPP_WQData_2005-2020.mdb on 6/30/2022 3:25:38 PM,2017,QC4,2022-06-02 10:08:59,MAP2 Lakes (2017),Concord (SuAsCo),82048,Gleasons Pond,W2668,MAP2L-127,"[index site, Framingham]",Lake,,,42.2865424,-71.412718,17-C017-02,Lake,10-4960,7/11/2017,2017-07-11,1:15:32 PM,13:15:32,Normal,1.0,1.0,,25.6,25.6,,6.9,6.9,,895.0,895.0,,573.0,573.0,,6.9,6.9,,86,86.0,,,2017-07-11,2017.0,7.0,11.0,192.0,Summer,1,0,0,1,2
133409,Extracted from WPP_WQData_2005-2020.mdb on 6/30/2022 3:25:38 PM,2017,QC4,2022-06-02 10:08:59,MAP2 Lakes (2017),Charles,72014,Cambridge Reservoir,W2670,MAP2L-128,"[index site, southern end of reservoir, Waltham]",Lake,,,42.4102831,-71.2674529,17-C018-01,Lake,10-4961,7/13/2017,2017-07-13,10:18:01 AM,10:18:01,High,0.5,0.5,,25.5,25.5,,7.5,7.5,,1068.0,1068.0,,684.0,684.0,,8.1,8.1,,101,101.0,,,2017-07-13,2017.0,7.0,13.0,194.0,Summer,1,0,0,0,1
133410,Extracted from WPP_WQData_2005-2020.mdb on 6/30/2022 3:25:38 PM,2017,QC4,2022-06-02 10:08:59,MAP2 Lakes (2017),Charles,72014,Cambridge Reservoir,W2670,MAP2L-128,"[index site, southern end of reservoir, Waltham]",Lake,,,42.4102831,-71.2674529,17-C018-01,Lake,10-4961,7/13/2017,2017-07-13,10:24:01 AM,10:24:01,High,1.5,1.5,,25.5,25.5,,7.5,7.5,,1069.0,1069.0,,684.0,684.0,,8.1,8.1,,101,101.0,,,2017-07-13,2017.0,7.0,13.0,194.0,Summer,1,0,0,0,1
133411,Extracted from WPP_WQData_2005-2020.mdb on 6/30/2022 3:25:38 PM,2017,QC4,2022-06-02 10:08:59,MAP2 Lakes (2017),Charles,72014,Cambridge Reservoir,W2670,MAP2L-128,"[index site, southern end of reservoir, Waltham]",Lake,,,42.4102831,-71.2674529,17-C018-01,Lake,10-4961,7/13/2017,2017-07-13,10:29:32 AM,10:29:32,High,2.5,2.5,,25.5,25.5,,7.5,7.5,,1069.0,1069.0,,684.0,684.0,,8.0,8.0,,100,100.0,,,2017-07-13,2017.0,7.0,13.0,194.0,Summer,1,0,0,0,1
133412,Extracted from WPP_WQData_2005-2020.mdb on 6/30/2022 3:25:38 PM,2017,QC4,2022-06-02 10:08:59,MAP2 Lakes (2017),Charles,72014,Cambridge Reservoir,W2670,MAP2L-128,"[index site, southern end of reservoir, Waltham]",Lake,,,42.4102831,-71.2674529,17-C018-01,Lake,10-4961,7/13/2017,2017-07-13,10:35:32 AM,10:35:32,High,3.5,3.5,,25.4,25.4,,7.5,7.5,,1068.0,1068.0,,683.0,683.0,,8.0,8.0,,100,100.0,,,2017-07-13,2017.0,7.0,13.0,194.0,Summer,1,0,0,0,1
133413,Extracted from WPP_WQData_2005-2020.mdb on 6/30/2022 3:25:38 PM,2017,QC4,2022-06-02 10:08:59,MAP2 Lakes (2017),Charles,72014,Cambridge Reservoir,W2670,MAP2L-128,"[index site, southern end of reservoir, Waltham]",Lake,,,42.4102831,-71.2674529,17-C018-01,Lake,10-4961,7/13/2017,2017-07-13,10:42:04 AM,10:42:04,High,4.5,4.5,,24.1,24.1,u,7.0,7.0,,1057.0,1057.0,,677.0,677.0,,6.5,6.5,,79,79.0,,,2017-07-13,2017.0,7.0,13.0,194.0,Summer,1,0,0,0,1
